Group 1,Group 2,Group 3,Group 4,Name,Nutrient,Minimum,Maximum
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Vit E,13.5,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Zn,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Zn,30,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Ca,0.29,0.58
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Ca,0.29,0.58
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Co,0,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Co,0.1,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),CP,9.8,10.9
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),CP,9.8,10.9
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Cu,0,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Cu,10,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Fe,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Fe,50,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),I,0,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),I,0.5,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),K,0.637,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),K,0.637,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),MECattle,2.05,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),MECattle,2.05,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Mn,0,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Mn,40,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),NEmCattle,1.27,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),NEmCattle,1.27,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),P,0.18,0.36
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),P,0.18,0.36
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),RUP,2.94,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),RUP,2.94,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),S,0,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),S,0.14,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Se,0,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Se,0.1,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),TDNCattle,55.5,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),TDNCattle,55.5,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Vit A,0,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Vit A,4000,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Vit E,0,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Vit E,13.5,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 500 kg (1100 lb),Zn,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 500 kg (1100 lb),Zn,30,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Ca,0.29,0.58
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Ca,0.29,0.58
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Co,0,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Co,0.1,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),CP,9.65,10.7
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),CP,9.65,10.7
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Cu,0,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Cu,10,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Fe,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Fe,50,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),I,0,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),I,0.5,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),K,0.367,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),K,0.367,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),MECattle,2.045,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),MECattle,2.045,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Mn,0,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Mn,40,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),NEmCattle,1.25,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),NEmCattle,1.25,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),P,0.18,0.36
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),P,0.18,0.36
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),RUP,2.9,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),RUP,2.9,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),S,0,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),S,0.14,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Se,0,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Se,0.1,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),TDNCattle,55.3,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),TDNCattle,55.3,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Vit A,0,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Vit A,3900,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Vit E,0,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Vit E,13.5,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 545 kg (1200 lb),Zn,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 545 kg (1200 lb),Zn,30,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 590 kg (1300 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 590 kg (1300 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 590 kg (1300 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 590 kg (1300 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 590 kg (1300 lb),Ca,0.28,0.56
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 590 kg (1300 lb),Ca,0.28,0.56
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 590 kg (1300 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 590 kg (1300 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 590 kg (1300 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 590 kg (1300 lb),Cl,0,
